"hgnc_symbol","ensembl_gene_id","description","external_gene_name","gene_biotype","chromosome_name","affy_hg_u133_plus_2"
"RAB7A","ENSG00000075785","RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]","RAB7A","protein_coding","3","211960_s_at"
"GSDMB","ENSG00000073605","gasdermin B [Source:HGNC Symbol;Acc:HGNC:23690]","GSDMB","protein_coding","17","219233_s_at"
"PXMP2","ENSG00000176894","peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]","PXMP2","protein_coding","12","219076_s_at"
"SC5D","ENSG00000109929","sterol-C5-desaturase [Source:HGNC Symbol;Acc:HGNC:10547]","SC5D","protein_coding","11","215064_at"
"RRAGD","ENSG00000025039","Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]","RRAGD","protein_coding","6","221523_s_at"
"FBXO21","ENSG00000135108","F-box protein 21 [Source:HGNC Symbol;Acc:HGNC:13592]","FBXO21","protein_coding","12","212229_s_at"
"DOK5","ENSG00000101134","docking protein 5 [Source:HGNC Symbol;Acc:HGNC:16173]","DOK5","protein_coding","20","1554863_s_at"
"BCKDHA","ENSG00000248098","branched chain keto acid dehydrogenase E1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:986]","BCKDHA","protein_coding","19",""
"MAGI2","ENSG00000187391","membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]","MAGI2","protein_coding","7","207702_s_at"
"GALNT1","ENSG00000141429","polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]","GALNT1","protein_coding","18",""
"TBP","ENSG00000112592","TATA-box binding protein [Source:HGNC Symbol;Acc:HGNC:11588]","TBP","protein_coding","6",""
"PFDN2","ENSG00000143256","prefoldin subunit 2 [Source:HGNC Symbol;Acc:HGNC:8867]","PFDN2","protein_coding","1",""
"EIF4EBP2","ENSG00000148730","eukaryotic translation initiation factor 4E binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3289]","EIF4EBP2","protein_coding","10","224645_at"
"GATAD1","ENSG00000157259","GATA zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29941]","GATAD1","protein_coding","7","214718_at"
"TNMD","ENSG00000000005","tenomodulin [Source:HGNC Symbol;Acc:HGNC:17757]","TNMD","protein_coding","X","220065_at"
"GHR","ENSG00000112964","growth hormone receptor [Source:HGNC Symbol;Acc:HGNC:4263]","GHR","protein_coding","5","205498_at"
"BEND5","ENSG00000162373","BEN domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25668]","BEND5","protein_coding","1","219670_at"
"ARHGAP32","ENSG00000134909","Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:HGNC:17399]","ARHGAP32","protein_coding","11","210791_s_at"
"SERPINB6","ENSG00000124570","serpin family B member 6 [Source:HGNC Symbol;Acc:HGNC:8950]","SERPINB6","protein_coding","6","211474_s_at"
"MOCS1","ENSG00000124615","molybdenum cofactor synthesis 1 [Source:HGNC Symbol;Acc:HGNC:7190]","MOCS1","protein_coding","6","1555127_at"
"USP13","ENSG00000058056","ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611]","USP13","protein_coding","3","226902_at"
"CYB561","ENSG00000008283","cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]","CYB561","protein_coding","17","209163_at"
"TBCA","ENSG00000171530","tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]","TBCA","protein_coding","5","203667_at"
"C14orf28","ENSG00000179476","chromosome 14 open reading frame 28 [Source:HGNC Symbol;Acc:HGNC:19834]","C14orf28","protein_coding","14","238647_at"
"NGDN","ENSG00000129460","neuroguidin [Source:HGNC Symbol;Acc:HGNC:20271]","NGDN","protein_coding","14",""
"ZFAND2A","ENSG00000178381","zinc finger AN1-type containing 2A [Source:HGNC Symbol;Acc:HGNC:28073]","ZFAND2A","protein_coding","7","226650_at"
"DNAJC19","ENSG00000205981","DnaJ heat shock protein family (Hsp40) member C19 [Source:HGNC Symbol;Acc:HGNC:30528]","DNAJC19","protein_coding","3","225359_at"
"GINM1","ENSG00000055211","glycoprotein integral membrane 1 [Source:HGNC Symbol;Acc:HGNC:21074]","GINM1","protein_coding","6","225576_at"
"EGFL6","ENSG00000198759","EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235]","EGFL6","protein_coding","X","219454_at"
"MLX","ENSG00000108788","MAX dimerization protein MLX [Source:HGNC Symbol;Acc:HGNC:11645]","MLX","protein_coding","17","210752_s_at"
"ZC3H12C","ENSG00000149289","zinc finger CCCH-type containing 12C [Source:HGNC Symbol;Acc:HGNC:29362]","ZC3H12C","protein_coding","11","231899_at"
"TPST2","ENSG00000128294","tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]","TPST2","protein_coding","22","229449_at"
"ALDH1L1","ENSG00000144908","aldehyde dehydrogenase 1 family member L1 [Source:HGNC Symbol;Acc:HGNC:3978]","ALDH1L1","protein_coding","3","205208_at"
"CKB","ENSG00000166165","creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]","CKB","protein_coding","14","200884_at"
"ALG6","ENSG00000088035","ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]","ALG6","protein_coding","1","219649_at"
"EZH1","ENSG00000108799","enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3526]","EZH1","protein_coding","17","32259_at"
"SDC2","ENSG00000169439","syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]","SDC2","protein_coding","8","212158_at"
"PLAC9","ENSG00000189129","placenta associated 9 [Source:HGNC Symbol;Acc:HGNC:19255]","PLAC9","protein_coding","10","227419_x_at"
"CIPC","ENSG00000198894","CLOCK interacting pacemaker [Source:HGNC Symbol;Acc:HGNC:20365]","CIPC","protein_coding","14","225623_at"
"FAM161A","ENSG00000170264","FAM161 centrosomal protein A [Source:HGNC Symbol;Acc:HGNC:25808]","FAM161A","protein_coding","2","1557385_at"
"OXA1L","ENSG00000155463","OXA1L mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:HGNC:8526]","OXA1L","protein_coding","14","208717_at"
"EIF3E","ENSG00000104408","eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]","EIF3E","protein_coding","8","208697_s_at"
NA,NA,NA,NA,NA,NA,NA
"CCND1","ENSG00000110092","cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582]","CCND1","protein_coding","11","208711_s_at"
"WBP1L","ENSG00000166272","WW domain binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:23510]","WBP1L","protein_coding","10","202808_at"
"LCLAT1","ENSG00000172954","lysocardiolipin acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26756]","LCLAT1","protein_coding","2",""
"TENM4","ENSG00000149256","teneurin transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:29945]","TENM4","protein_coding","11","213273_at"
"ADAM17","ENSG00000151694","ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]","ADAM17","protein_coding","2","205745_x_at"
"RABGGTB","ENSG00000137955","Rab geranylgeranyltransferase subunit beta [Source:HGNC Symbol;Acc:HGNC:9796]","RABGGTB","protein_coding","1","209181_s_at"
"CTPS2","ENSG00000047230","CTP synthase 2 [Source:HGNC Symbol;Acc:HGNC:2520]","CTPS2","protein_coding","X","222819_at"
"RNF182","ENSG00000180537","ring finger protein 182 [Source:HGNC Symbol;Acc:HGNC:28522]","RNF182","protein_coding","6",""
"BAG3","ENSG00000151929","BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939]","BAG3","protein_coding","10","217911_s_at"
"SRSF5","ENSG00000100650","serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]","SRSF5","protein_coding","14","212266_s_at"
"AKAP11","ENSG00000023516","A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]","AKAP11","protein_coding","13","203156_at"
NA,NA,NA,NA,NA,NA,NA
"NDUFS3","ENSG00000285387","NADH:ubiquinone oxidoreductase core subunit S3 [Source:HGNC Symbol;Acc:HGNC:7710]","NDUFS3","protein_coding","CHR_HG2114_PATCH","201740_at"
"CEP68","ENSG00000011523","centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]","CEP68","protein_coding","2",""
"CLPTM1L","ENSG00000274811","CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308]","CLPTM1L","protein_coding","CHR_HSCHR5_3_CTG1",""
"CALML4","ENSG00000129007","calmodulin like 4 [Source:HGNC Symbol;Acc:HGNC:18445]","CALML4","protein_coding","15","1568600_at"
"SMG8","ENSG00000167447","SMG8 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:25551]","SMG8","protein_coding","17","218514_at"
"SF3B2","ENSG00000087365","splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769]","SF3B2","protein_coding","11",""
"ANAPC16","ENSG00000166295","anaphase promoting complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:26976]","ANAPC16","protein_coding","10","224664_at"
"NAA20","ENSG00000173418","N-alpha-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:HGNC:15908]","NAA20","protein_coding","20","223040_at"
"PKIG","ENSG00000168734","cAMP-dependent protein kinase inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:9019]","PKIG","protein_coding","20","202732_at"
"MN1","ENSG00000169184","MN1 proto-oncogene, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:7180]","MN1","protein_coding","22","205330_at"
"FADD","ENSG00000168040","Fas associated via death domain [Source:HGNC Symbol;Acc:HGNC:3573]","FADD","protein_coding","11","202535_at"
"EIF3H","ENSG00000147677","eukaryotic translation initiation factor 3 subunit H [Source:HGNC Symbol;Acc:HGNC:3273]","EIF3H","protein_coding","8","201592_at"
"WDR86","ENSG00000187260","WD repeat domain 86 [Source:HGNC Symbol;Acc:HGNC:28020]","WDR86","protein_coding","7",""
"FAM102B","ENSG00000162636","family with sequence similarity 102 member B [Source:HGNC Symbol;Acc:HGNC:27637]","FAM102B","protein_coding","1",""
"FAM171A1","ENSG00000148468","family with sequence similarity 171 member A1 [Source:HGNC Symbol;Acc:HGNC:23522]","FAM171A1","protein_coding","10","212771_at"
"GGNBP2","ENSG00000275099","gametogenetin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19357]","GGNBP2","protein_coding","CHR_HSCHR17_7_CTG4","218079_s_at"
"DUS4L","ENSG00000284103","dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517]","DUS4L","protein_coding","CHR_HG2266_PATCH",""
"FXR1","ENSG00000114416","FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023]","FXR1","protein_coding","3","201635_s_at"
"ZMPSTE24","ENSG00000084073","zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]","ZMPSTE24","protein_coding","1","202939_at"
"HIBADH","ENSG00000106049","3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907]","HIBADH","protein_coding","7","231955_s_at"
"DMRT2","ENSG00000173253","doublesex and mab-3 related transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2935]","DMRT2","protein_coding","9","223986_x_at"
NA,NA,NA,NA,NA,NA,NA
"CYB5A","ENSG00000166347","cytochrome b5 type A [Source:HGNC Symbol;Acc:HGNC:2570]","CYB5A","protein_coding","18","209366_x_at"
"SMIM3","ENSG00000256235","small integral membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:30248]","SMIM3","protein_coding","5","223276_at"
"MAVS","ENSG00000088888","mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]","MAVS","protein_coding","20","226495_at"
"RNF13","ENSG00000082996","ring finger protein 13 [Source:HGNC Symbol;Acc:HGNC:10057]","RNF13","protein_coding","3","201779_s_at"
"MRPS18A","ENSG00000096080","mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:HGNC:14515]","MRPS18A","protein_coding","6","221693_s_at"
"ESD","ENSG00000139684","esterase D [Source:HGNC Symbol;Acc:HGNC:3465]","ESD","protein_coding","13","215096_s_at"
"CYC1","ENSG00000179091","cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]","CYC1","protein_coding","8","201066_at"
"AUH","ENSG00000148090","AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]","AUH","protein_coding","9","205052_at"
"GSTA4","ENSG00000170899","glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]","GSTA4","protein_coding","6","202967_at"
"TUBGCP3","ENSG00000282003","tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]","TUBGCP3","protein_coding","CHR_HSCHR13_1_CTG1","215739_s_at"
"ZNHIT3","ENSG00000278574","zinc finger HIT-type containing 3 [Source:HGNC Symbol;Acc:HGNC:12309]","ZNHIT3","protein_coding","CHR_HSCHR17_7_CTG4","212544_at"
"ZCCHC24","ENSG00000165424","zinc finger CCHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:26911]","ZCCHC24","protein_coding","10","212423_at"
"S100A11","ENSG00000163191","S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]","S100A11","protein_coding","1","200660_at"
"GCHFR","ENSG00000137880","GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]","GCHFR","protein_coding","15","204867_at"
NA,NA,NA,NA,NA,NA,NA
"PFKFB3","ENSG00000170525","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]","PFKFB3","protein_coding","10","202464_s_at"
"PLSCR4","ENSG00000114698","phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497]","PLSCR4","protein_coding","3","218901_at"
"GLS","ENSG00000115419","glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]","GLS","protein_coding","2","244796_at"
"SRPX2","ENSG00000102359","sushi repeat containing protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]","SRPX2","protein_coding","X","216639_at"
"PCBD1","ENSG00000166228","pterin-4 alpha-carbinolamine dehydratase 1 [Source:HGNC Symbol;Acc:HGNC:8646]","PCBD1","protein_coding","10",""
"NDUFB11","ENSG00000147123","NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372]","NDUFB11","protein_coding","X","218320_s_at"
"ARMCX1","ENSG00000126947","armadillo repeat containing X-linked 1 [Source:HGNC Symbol;Acc:HGNC:18073]","ARMCX1","protein_coding","X","218694_at"
"TOMM7","ENSG00000196683","translocase of outer mitochondrial membrane 7 [Source:HGNC Symbol;Acc:HGNC:21648]","TOMM7","protein_coding","7","201812_s_at"
"SPTAN1","ENSG00000197694","spectrin alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]","SPTAN1","protein_coding","9","208611_s_at"
"RPN2","ENSG00000118705","ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]","RPN2","protein_coding","20",""
"CDKN2C","ENSG00000123080","cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]","CDKN2C","protein_coding","1","204159_at"
"SDHB","ENSG00000117118","succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]","SDHB","protein_coding","1","202675_at"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"MAP1B","ENSG00000131711","microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]","MAP1B","protein_coding","5",""
"TRMT11","ENSG00000066651","tRNA methyltransferase 11 homolog [Source:HGNC Symbol;Acc:HGNC:21080]","TRMT11","protein_coding","6","218877_s_at"
"ABCC1","ENSG00000278183","ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]","ABCC1","protein_coding","CHR_HSCHR16_1_CTG1","202804_at"
"DSG2","ENSG00000046604","desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]","DSG2","protein_coding","18","1553105_s_at"
"FAM89A","ENSG00000182118","family with sequence similarity 89 member A [Source:HGNC Symbol;Acc:HGNC:25057]","FAM89A","protein_coding","1","226448_at"
"RAB2A","ENSG00000104388","RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]","RAB2A","protein_coding","8","208732_at"
"PARM1","ENSG00000169116","prostate androgen-regulated mucin-like protein 1 [Source:HGNC Symbol;Acc:HGNC:24536]","PARM1","protein_coding","4","225809_at"
"ISCA2","ENSG00000165898","iron-sulfur cluster assembly 2 [Source:HGNC Symbol;Acc:HGNC:19857]","ISCA2","protein_coding","14","226007_at"
"GNA15","ENSG00000060558","G protein subunit alpha 15 [Source:HGNC Symbol;Acc:HGNC:4383]","GNA15","protein_coding","19","205349_at"
"ANO6","ENSG00000177119","anoctamin 6 [Source:HGNC Symbol;Acc:HGNC:25240]","ANO6","protein_coding","12",""
"HMGN3","ENSG00000118418","high mobility group nucleosomal binding domain 3 [Source:HGNC Symbol;Acc:HGNC:12312]","HMGN3","protein_coding","6","209377_s_at"
"TMEM138","ENSG00000149483","transmembrane protein 138 [Source:HGNC Symbol;Acc:HGNC:26944]","TMEM138","protein_coding","11",""
"HNRNPA1","ENSG00000135486","heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]","HNRNPA1","protein_coding","12","213356_x_at"
"CSTA","ENSG00000121552","cystatin A [Source:HGNC Symbol;Acc:HGNC:2481]","CSTA","protein_coding","3","204971_at"
"NQO1","ENSG00000181019","NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]","NQO1","protein_coding","16","201467_s_at"
"SLC35B4","ENSG00000205060","solute carrier family 35 member B4 [Source:HGNC Symbol;Acc:HGNC:20584]","SLC35B4","protein_coding","7","238418_at"
"PKD1L2","ENSG00000166473","polycystin 1 like 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:21715]","PKD1L2","polymorphic_pseudogene","16","244444_at"
"CDADC1","ENSG00000102543","cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20299]","CDADC1","protein_coding","13","233647_s_at"
"TMEM220","ENSG00000187824","transmembrane protein 220 [Source:HGNC Symbol;Acc:HGNC:33757]","TMEM220","protein_coding","17",""
"ENC1","ENSG00000171617","ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]","ENC1","protein_coding","5","201340_s_at"
"FAM53B","ENSG00000189319","family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]","FAM53B","protein_coding","10","203206_at"
"TOMM40L","ENSG00000158882","translocase of outer mitochondrial membrane 40 like [Source:HGNC Symbol;Acc:HGNC:25756]","TOMM40L","protein_coding","1","226059_at"
"EPB41L4B","ENSG00000095203","erythrocyte membrane protein band 4.1 like 4B [Source:HGNC Symbol;Acc:HGNC:19818]","EPB41L4B","protein_coding","9","233098_s_at"
"TK2","ENSG00000166548","thymidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11831]","TK2","protein_coding","16","240300_at"
"BBS4","ENSG00000140463","Bardet-Biedl syndrome 4 [Source:HGNC Symbol;Acc:HGNC:969]","BBS4","protein_coding","15","212745_s_at"
"CTTNBP2","ENSG00000077063","cortactin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15679]","CTTNBP2","protein_coding","7","232136_s_at"
"TBC1D20","ENSG00000125875","TBC1 domain family member 20 [Source:HGNC Symbol;Acc:HGNC:16133]","TBC1D20","protein_coding","20","226664_at"
"APEX1","ENSG00000100823","apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]","APEX1","protein_coding","14","210027_s_at"
"ACAT1","ENSG00000075239","acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]","ACAT1","protein_coding","11","205412_at"
"NBEA","ENSG00000172915","neurobeachin [Source:HGNC Symbol;Acc:HGNC:7648]","NBEA","protein_coding","13","221207_s_at"
NA,NA,NA,NA,NA,NA,NA
"GRPEL1","ENSG00000109519","GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]","GRPEL1","protein_coding","4","212434_at"
"TRIP4","ENSG00000103671","thyroid hormone receptor interactor 4 [Source:HGNC Symbol;Acc:HGNC:12310]","TRIP4","protein_coding","15",""
NA,NA,NA,NA,NA,NA,NA
"CYBRD1","ENSG00000071967","cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]","CYBRD1","protein_coding","2","217889_s_at"
"IGBP1","ENSG00000089289","immunoglobulin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5461]","IGBP1","protein_coding","X","202105_at"
"PHYH","ENSG00000107537","phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940]","PHYH","protein_coding","10","203335_at"
"TMEM50B","ENSG00000263160","transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]","TMEM50B","protein_coding","CHR_HSCHR21_4_CTG1_1","228001_at"
"RBPMS","ENSG00000157110","RNA binding protein, mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:19097]","RBPMS","protein_coding","8","231961_at"
"HSPH1","ENSG00000120694","heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]","HSPH1","protein_coding","13","206976_s_at"
"AGO3","ENSG00000126070","argonaute RISC catalytic component 3 [Source:HGNC Symbol;Acc:HGNC:18421]","AGO3","protein_coding","1",""
"ITGBL1","ENSG00000198542","integrin subunit beta like 1 [Source:HGNC Symbol;Acc:HGNC:6164]","ITGBL1","protein_coding","13","205422_s_at"
"MPP7","ENSG00000150054","membrane palmitoylated protein 7 [Source:HGNC Symbol;Acc:HGNC:26542]","MPP7","protein_coding","10","1564308_a_at"
"ADH1A","ENSG00000187758","alcohol dehydrogenase 1A (class I), alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:249]","ADH1A","protein_coding","4","207820_at"
